locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
YMR264W,CUE1,1,350,NE,Nonessential
YMR265C,YMR265C,1,350,NE,Nonessential
YMR266W,RSN1,1,350,NE,Nonessential
YMR267W,PPA2,1,350,NE,Nonessential
YMR268C,PRP24,1,350,E,Essential
YMR269W,TMA23,1,350,NE,Nonessential
YMR270C,RRN9,1,350,E,Essential
YMR271C,URA10,1,350,NE,Nonessential
YMR272C,SCS7,1,350,NE,Nonessential
YMR272W-B,YMR272W-B,1,350,NE,Nonessential
YMR273C,ZDS1,1,350,NE,Nonessential
YMR274C,RCE1,1,350,NE,Nonessential
YMR275C,BUL1,1,350,NE,Nonessential
YMR276W,DSK2,1,350,NE,Nonessential
YMR277W,FCP1,1,350,E,Essential
YMR278W,PGM3,1,350,NE,Nonessential
YMR279C,YMR279C,1,350,NE,Nonessential
YMR280C,CAT8,1,350,NE,Nonessential
YMR281W,GPI12,1,350,E,Essential
YMR282C,AEP2,1,350,NE,Nonessential
YMR283C,RIT1,1,350,NE,Nonessential
YMR284W,YKU70,1,350,NE,Nonessential
YMR285C,NGL2,1,350,NE,Nonessential
YMR286W,MRPL33,1,350,NE,Nonessential
YMR287C,DSS1,1,350,NE,Nonessential
YMR288W,HSH155,1,350,E,Essential
YMR289W,ABZ2,1,350,NE,Nonessential
YMR290C,HAS1,1,350,E,Essential
YMR291W,YMR291W,1,350,NE,Nonessential
YMR292W,GOT1,1,350,NE,Nonessential
YMR293C,HER2,1,350,NE,Nonessential
YMR294W,JNM1,1,350,NE,Nonessential
YMR295C,YMR295C,1,350,NE,Nonessential
YMR296C,LCB1,1,350,E,Essential
YMR297W,PRC1,1,350,NE,Nonessential
YMR298W,LIP1,1,350,E,Essential
YMR299C,DYN3,1,350,NE,Nonessential
YMR300C,ADE4,1,350,NE,Nonessential
YMR301C,ATM1,1,350,E,Essential
YMR302C,YME2,1,350,NE,Nonessential
YMR303C,ADH2,1,350,NE,Nonessential
YMR304W,UBP15,1,350,NE,Nonessential
YMR305C,SCW10,1,350,NE,Nonessential
YMR306W,FKS3,1,350,NE,Nonessential
YMR307W,GAS1,1,350,NE,Nonessential
YMR308C,PSE1,1,350,E,Essential
YMR309C,NIP1,1,350,E,Essential
YMR310C,YMR310C,1,350,NE,Nonessential
YMR311C,GLC8,1,350,NE,Nonessential
YMR312W,ELP6,1,350,NE,Nonessential
YMR313C,TGL3,1,350,NE,Nonessential
YMR314W,PRE5,1,350,E,Essential
YMR315W,YMR315W,1,350,NE,Nonessential
YMR315W-A,YMR315W-A,1,350,NE,Nonessential
YMR316W,DIA1,1,350,NE,Nonessential
YMR317W,YMR317W,1,350,NE,Nonessential
YMR318C,ADH6,1,350,NE,Nonessential
YMR319C,FET4,1,350,NE,Nonessential
YMR322C,SNO4,1,350,NE,Nonessential
YNL001W,DOM34,1,350,NE,Nonessential
YNL002C,RLP7,1,350,E,Essential
YNL003C,PET8,1,350,NE,Nonessential
YNL004W,HRB1,1,350,NE,Nonessential
YNL005C,MRP7,1,350,NE,Nonessential
YNL006W,LST8,1,350,E,Essential
YNL007C,SIS1,1,350,E,Essential
YNL008C,ASI3,1,350,NE,Nonessential
YNL009W,IDP3,1,350,NE,Nonessential
YNL010W,YNL010W,1,350,NE,Nonessential
YNL011C,YNL011C,1,350,NE,Nonessential
YNL012W,SPO1,1,350,NE,Nonessential
YNL014W,HEF3,1,350,NE,Nonessential
YNL015W,PBI2,1,350,NE,Nonessential
YNL016W,PUB1,1,350,NE,Nonessential
YNL018C,YNL018C,1,350,NE,Nonessential
YNL020C,ARK1,1,350,NE,Nonessential
YNL021W,HDA1,1,350,NE,Nonessential
YNL022C,YNL022C,1,350,NE,Nonessential
YNL023C,FAP1,1,350,NE,Nonessential
YNL024C,YNL024C,1,350,NE,Nonessential
YNL024C-A,KSH1,1,350,E,Essential
YNL025C,SSN8,1,350,NE,Nonessential
YNL026W,SAM50,1,350,E,Essential
YNL027W,CRZ1,1,350,NE,Nonessential
YNL029C,KTR5,1,350,NE,Nonessential
YNL030W,HHF2,1,350,NE,Nonessential
YNL031C,HHT2,1,350,NE,Nonessential
YNL032W,SIW14,1,350,NE,Nonessential
YNL034W,YNL034W,1,350,NE,Nonessential
YNL035C,YNL035C,1,350,NE,Nonessential
YNL036W,NCE103,1,350,E,Essential
YNL037C,IDH1,1,350,NE,Nonessential
YNL038W,GPI15,1,350,E,Essential
YNL039W,BDP1,1,350,E,Essential
YNL040W,YNL040W,1,350,NE,Nonessential
YNL041C,COG6,1,350,NE,Nonessential
YNL042W,BOP3,1,350,NE,Nonessential
YNL042W-B,YNL042W-B,1,350,NE,Nonessential
YNL044W,YIP3,1,350,NE,Nonessential
YNL045W,LAP2,1,350,NE,Nonessential
YNL046W,YNL046W,1,350,NE,Nonessential
YNL047C,SLM2,1,350,NE,Nonessential
YNL049C,SFB2,1,350,NE,Nonessential
YNL050C,YNL050C,1,350,NE,Nonessential
YNL051W,COG5,1,350,NE,Nonessential
YNL052W,COX5A,1,350,NE,Nonessential
YNL053W,MSG5,1,350,NE,Nonessential
YNL054W,VAC7,1,350,NE,Nonessential
YNL054W-A,YNL054W-A,1,350,NE,Nonessential
YNL055C,POR1,1,350,NE,Nonessential
YNL056W,OCA2,1,350,NE,Nonessential
YNL058C,YNL058C,1,350,NE,Nonessential
YNL059C,ARP5,2,"458,350","E,NE",Conditional
YNL061W,NOP2,1,350,E,Essential
YNL062C,GCD10,1,350,E,Essential
YNL063W,MTQ1,1,350,NE,Nonessential
YNL064C,YDJ1,1,350,NE,Nonessential
YNL065W,AQR1,1,350,NE,Nonessential
YNL066W,SUN4,1,350,NE,Nonessential
YNL067W,RPL9B,1,350,NE,Nonessential
YNL067W-B,YNL067W-B,1,350,NE,Nonessential
YNL068C,FKH2,1,350,NE,Nonessential
YNL069C,RPL16B,1,350,NE,Nonessential
YNL070W,TOM7,1,350,NE,Nonessential
YNL071W,LAT1,1,350,NE,Nonessential
YNL072W,RNH201,1,350,NE,Nonessential
YNL073W,MSK1,1,350,NE,Nonessential
YNL074C,MLF3,1,350,NE,Nonessential
YNL075W,IMP4,1,350,E,Essential
YNL076W,MKS1,1,350,NE,Nonessential
YNL077W,APJ1,1,350,NE,Nonessential
YNL078W,NIS1,1,350,NE,Nonessential
YNL079C,TPM1,1,350,NE,Nonessential
YNL080C,EOS1,1,350,NE,Nonessential
YNL081C,SWS2,1,350,NE,Nonessential
YNL082W,PMS1,1,350,NE,Nonessential
YNL083W,SAL1,1,350,NE,Nonessential
YNL084C,END3,1,350,NE,Nonessential
YNL085W,MKT1,1,350,NE,Nonessential
YNL086W,SNN1,1,350,NE,Nonessential
YNL087W,TCB2,1,350,NE,Nonessential
YNL088W,TOP2,1,350,E,Essential
YNL090W,RHO2,1,350,NE,Nonessential
YNL091W,NST1,1,350,NE,Nonessential
YNL092W,YNL092W,1,350,NE,Nonessential
YNL093W,YPT53,1,350,NE,Nonessential
YNL094W,APP1,1,350,NE,Nonessential
YNL095C,YNL095C,1,350,NE,Nonessential
YNL096C,RPS7B,1,350,NE,Nonessential
YNL097C,PHO23,1,350,NE,Nonessential
YNL098C,RAS2,1,350,NE,Nonessential
YNL099C,OCA1,1,350,NE,Nonessential
YNL100W,AIM37,1,350,NE,Nonessential
YNL101W,AVT4,1,350,NE,Nonessential
YNL102W,POL1,1,350,E,Essential
YNL103W,MET4,1,350,E,Essential
YNL104C,LEU4,1,350,NE,Nonessential
YNL106C,INP52,1,350,NE,Nonessential
YNL107W,YAF9,1,350,NE,Nonessential
YNL108C,YNL108C,1,350,NE,Nonessential
YNL110C,NOP15,1,350,E,Essential
YNL111C,CYB5,1,350,NE,Nonessential
YNL112W,DBP2,1,350,E,Essential
YNL113W,RPC19,1,350,E,Essential
YNL115C,YNL115C,1,350,NE,Nonessential
YNL116W,DMA2,1,350,NE,Nonessential
YNL117W,MLS1,1,350,NE,Nonessential
YNL118C,DCP2,1,350,E,Essential
YNL119W,NCS2,1,350,NE,Nonessential
YNL121C,TOM70,1,350,NE,Nonessential
YNL122C,YNL122C,1,350,NE,Nonessential
YNL123W,NMA111,1,350,NE,Nonessential
YNL124W,NAF1,1,350,E,Essential
YNL125C,ESBP6,1,350,NE,Nonessential
YNL126W,SPC98,1,350,E,Essential
YNL127W,FAR11,1,350,NE,Nonessential
YNL128W,TEP1,1,350,NE,Nonessential
YNL129W,NRK1,1,350,NE,Nonessential
YNL130C,CPT1,1,350,NE,Nonessential
YNL130C-A,DGR1,1,350,NE,Nonessential
YNL131W,TOM22,1,350,E,Essential
YNL132W,KRE33,1,350,E,Essential
YNL133C,FYV6,1,350,NE,Nonessential
YNL134C,YNL134C,1,350,NE,Nonessential
YNL135C,FPR1,1,350,NE,Nonessential
YNL136W,EAF7,1,350,NE,Nonessential
YNL137C,NAM9,1,350,E,Essential
YNL138W,SRV2,1,350,NE,Nonessential
YNL138W-A,YSF3,1,350,E,Essential
YNL139C,THO2,1,350,NE,Nonessential
YNL141W,AAH1,1,350,NE,Nonessential
YNL142W,MEP2,1,350,NE,Nonessential
YNL144C,YNL144C,1,350,NE,Nonessential
YNL145W,MFA2,1,350,NE,Nonessential
YNL146C-A,YNL146C-A,1,350,NE,Nonessential
YNL146W,YNL146W,1,350,NE,Nonessential
YNL147W,LSM7,2,"350,458","NE,E",Conditional
YNL148C,ALF1,1,350,NE,Nonessential
YNL149C,PGA2,1,350,E,Essential
YNL151C,RPC31,1,350,E,Essential
YNL152W,INN1,1,350,E,Essential
YNL153C,GIM3,1,350,NE,Nonessential
YNL154C,YCK2,1,350,NE,Nonessential
YNL155W,YNL155W,1,350,NE,Nonessential
YNL156C,NSG2,1,350,NE,Nonessential
YNL157W,IGO1,1,350,NE,Nonessential
YNL158W,PGA1,1,350,E,Essential
YNL159C,ASI2,1,350,NE,Nonessential
YNL160W,YGP1,1,350,NE,Nonessential
YNL161W,CBK1,1,350,E,Essential
YNL162W,RPL42A,1,350,NE,Nonessential
YNL162W-A,YNL162W-A,1,350,NE,Nonessential
YNL163C,RIA1,1,350,E,Essential
YNL164C,IBD2,1,350,NE,Nonessential
YNL165W,YNL165W,1,350,NE,Nonessential
YNL166C,BNI5,1,350,NE,Nonessential
YNL167C,SKO1,1,350,NE,Nonessential
YNL168C,FMP41,1,350,NE,Nonessential
YNL169C,PSD1,1,350,NE,Nonessential
YNL172W,APC1,1,350,E,Essential
YNL173C,MDG1,1,350,NE,Nonessential
YNL175C,NOP13,1,350,NE,Nonessential
YNL176C,YNL176C,1,350,NE,Nonessential
YNL177C,MRPL22,1,350,NE,Nonessential
YNL178W,RPS3,1,350,E,Essential
YNL180C,RHO5,1,350,NE,Nonessential
YNL181W,YNL181W,1,350,E,Essential
YNL182C,IPI3,1,350,E,Essential
YNL183C,NPR1,1,350,NE,Nonessential
YNL185C,MRPL19,1,350,NE,Nonessential
YNL187W,SWT21,1,350,NE,Nonessential
YNL188W,KAR1,1,350,E,Essential
YNL189W,SRP1,1,350,E,Essential
YNL190W,YNL190W,1,350,NE,Nonessential
YNL191W,DUG3,1,350,NE,Nonessential
YNL192W,CHS1,1,350,NE,Nonessential
YNL193W,YNL193W,1,350,NE,Nonessential
YNL194C,YNL194C,1,350,NE,Nonessential
YNL195C,YNL195C,1,350,NE,Nonessential
YNL196C,SLZ1,1,350,NE,Nonessential
YNL197C,WHI3,1,350,NE,Nonessential
YNL199C,GCR2,1,350,NE,Nonessential
YNL200C,YNL200C,1,350,NE,Nonessential
YNL201C,PSY2,1,350,NE,Nonessential
YNL202W,SPS19,1,350,NE,Nonessential
YNL204C,SPS18,1,350,NE,Nonessential
YNL206C,RTT106,1,350,NE,Nonessential
YNL207W,RIO2,1,350,E,Essential
YNL208W,YNL208W,1,350,NE,Nonessential
YNL209W,SSB2,1,350,NE,Nonessential
YNL210W,MER1,1,350,NE,Nonessential
YNL211C,YNL211C,1,350,NE,Nonessential
YNL212W,VID27,1,350,NE,Nonessential
YNL213C,RRG9,1,350,NE,Nonessential
YNL214W,PEX17,1,350,NE,Nonessential
YNL215W,IES2,1,350,NE,Nonessential
YNL216W,RAP1,1,350,E,Essential
YNL217W,YNL217W,1,350,NE,Nonessential
YNL218W,MGS1,1,350,NE,Nonessential
YNL219C,ALG9,1,350,NE,Nonessential
YNL220W,ADE12,1,350,NE,Nonessential
YNL221C,POP1,1,350,E,Essential
YNL222W,SSU72,1,350,E,Essential
YNL223W,ATG4,1,350,NE,Nonessential
YNL224C,SQS1,1,350,NE,Nonessential
YNL225C,CNM67,1,350,NE,Nonessential
YNL227C,JJJ1,1,350,NE,Nonessential
YNL229C,URE2,1,350,NE,Nonessential
YNL230C,ELA1,1,350,NE,Nonessential
YNL231C,PDR16,1,350,NE,Nonessential
YNL232W,CSL4,1,350,E,Essential
YNL233W,BNI4,1,350,NE,Nonessential
YNL234W,YNL234W,1,350,NE,Nonessential
YNL236W,SIN4,1,350,NE,Nonessential
YNL237W,YTP1,1,350,NE,Nonessential
YNL238W,KEX2,1,350,NE,Nonessential
YNL239W,LAP3,1,350,NE,Nonessential
YNL240C,NAR1,1,350,E,Essential
YNL241C,ZWF1,2,"458,350","E,NE",Conditional
YNL242W,ATG2,1,350,NE,Nonessential
YNL243W,SLA2,1,350,NE,Nonessential
YNL244C,SUI1,1,350,E,Essential
YNL245C,CWC25,1,350,E,Essential
YNL246W,VPS75,2,"458,350","E,NE",Conditional
YNL247W,YNL247W,1,350,E,Essential
YNL248C,RPA49,1,350,NE,Nonessential
YNL249C,MPA43,1,350,NE,Nonessential
YNL250W,RAD50,1,350,NE,Nonessential
YNL251C,NRD1,1,350,E,Essential
YNL252C,MRPL17,1,350,NE,Nonessential
YNL253W,TEX1,1,350,NE,Nonessential
YNL254C,RTC4,1,350,NE,Nonessential
YNL255C,GIS2,1,350,NE,Nonessential
YNL256W,FOL1,1,350,E,Essential
YNL257C,SIP3,1,350,NE,Nonessential
YNL258C,DSL1,1,350,E,Essential
YNL259C,ATX1,1,350,NE,Nonessential
YNL260C,YNL260C,1,350,E,Essential
YNL261W,ORC5,1,350,E,Essential
YNL262W,POL2,1,350,E,Essential
YNL263C,YIF1,1,350,E,Essential
YNL264C,PDR17,1,350,NE,Nonessential
YNL265C,IST1,1,350,NE,Nonessential
YNL267W,PIK1,1,350,E,Essential
YNL268W,LYP1,1,350,NE,Nonessential
YNL269W,BSC4,1,350,NE,Nonessential
YNL270C,ALP1,1,350,NE,Nonessential
YNL271C,BNI1,1,350,NE,Nonessential
YNL272C,SEC2,1,350,E,Essential
YNL273W,TOF1,1,350,NE,Nonessential
YNL274C,GOR1,1,350,NE,Nonessential
YNL275W,BOR1,1,350,NE,Nonessential
YNL277W,MET2,1,350,NE,Nonessential
YNL277W-A,YNL277W-A,1,350,NE,Nonessential
YNL278W,CAF120,1,350,NE,Nonessential
YNL279W,PRM1,1,350,NE,Nonessential
YNL280C,ERG24,1,350,NE,Nonessential
YNL281W,HCH1,1,350,NE,Nonessential
YNL282W,POP3,1,350,E,Essential
YNL283C,WSC2,1,350,NE,Nonessential
YNL284C,MRPL10,1,350,NE,Nonessential
YNL284C-A,YNL284C-A,1,350,NE,Nonessential
YNL284C-B,YNL284C-B,1,350,NE,Nonessential
YNL286W,CUS2,1,350,NE,Nonessential
YNL287W,SEC21,1,350,E,Essential
YNL288W,CAF40,1,350,NE,Nonessential
YNL289W,PCL1,1,350,NE,Nonessential
YNL290W,RFC3,1,350,E,Essential
YNL291C,MID1,1,350,NE,Nonessential
YNL292W,PUS4,1,350,NE,Nonessential
YNL293W,MSB3,1,350,NE,Nonessential
YNL294C,RIM21,1,350,NE,Nonessential
YNL295W,YNL295W,1,350,NE,Nonessential
YNL297C,MON2,1,350,NE,Nonessential
YNL298W,CLA4,1,350,NE,Nonessential
YNL299W,TRF5,1,350,NE,Nonessential
YNL300W,TOS6,1,350,NE,Nonessential
YNL301C,RPL18B,1,350,NE,Nonessential
YNL302C,RPS19B,1,350,NE,Nonessential
YNL304W,YPT11,1,350,NE,Nonessential
YNL305C,YNL305C,1,350,NE,Nonessential
YNL306W,MRPS18,1,350,E,Essential
YNL307C,MCK1,1,350,NE,Nonessential
YNL308C,KRI1,1,350,E,Essential
YNL309W,STB1,1,350,NE,Nonessential
YNL310C,ZIM17,1,350,E,Essential
YNL311C,SKP2,1,350,NE,Nonessential
YNL312W,RFA2,1,350,E,Essential
YNL313C,EMW1,1,350,E,Essential
YNL314W,DAL82,1,350,NE,Nonessential
YNL315C,ATP11,1,350,NE,Nonessential
YNL316C,PHA2,1,350,NE,Nonessential
YNL317W,PFS2,1,350,E,Essential
YNL318C,HXT14,1,350,NE,Nonessential
YNL320W,YNL320W,1,350,NE,Nonessential
YNL321W,VNX1,1,350,NE,Nonessential
YNL322C,KRE1,1,350,NE,Nonessential
YNL323W,LEM3,1,350,NE,Nonessential
YNL325C,FIG4,1,350,NE,Nonessential
YNL326C,PFA3,1,350,NE,Nonessential
YNL327W,EGT2,1,350,NE,Nonessential
YNL328C,MDJ2,1,350,NE,Nonessential
YNL329C,PEX6,1,350,NE,Nonessential
YNL330C,RPD3,1,350,NE,Nonessential
YNL331C,AAD14,1,350,NE,Nonessential
YNL332W,THI12,1,350,NE,Nonessential
YNL333W,SNZ2,1,350,NE,Nonessential
YNL334C,SNO2,1,350,NE,Nonessential
YNL335W,DDI3,1,350,NE,Nonessential
YNL336W,COS1,1,350,NE,Nonessential
YNL339C,YRF1-6,1,350,NE,Nonessential
YNR001C,CIT1,1,350,NE,Nonessential
YNR002C,ATO2,1,350,NE,Nonessential
YNR003C,RPC34,1,350,E,Essential
YNR004W,SWM2,1,350,NE,Nonessential
YNR006W,VPS27,1,350,NE,Nonessential
YNR007C,ATG3,1,350,NE,Nonessential
YNR008W,LRO1,1,350,NE,Nonessential
YNR009W,NRM1,1,350,NE,Nonessential
YNR010W,CSE2,1,350,NE,Nonessential
YNR011C,PRP2,1,350,E,Essential
YNR012W,URK1,1,350,NE,Nonessential
YNR013C,PHO91,1,350,NE,Nonessential
YNR014W,YNR014W,1,350,NE,Nonessential
YNR015W,SMM1,1,350,NE,Nonessential
YNR016C,ACC1,1,350,E,Essential
YNR017W,TIM23,1,350,E,Essential
YNR018W,AIM38,1,350,NE,Nonessential
YNR019W,ARE2,1,350,NE,Nonessential
YNR020C,ATP23,1,350,NE,Nonessential
YNR021W,YNR021W,1,350,NE,Nonessential
YNR022C,MRPL50,1,350,NE,Nonessential
YNR023W,SNF12,1,350,NE,Nonessential
YNR024W,MPP6,1,350,NE,Nonessential
YNR026C,SEC12,1,350,E,Essential
YNR027W,BUD17,1,350,NE,Nonessential
YNR028W,CPR8,1,350,NE,Nonessential
YNR029C,YNR029C,1,350,NE,Nonessential
YNR030W,ALG12,1,350,NE,Nonessential
YNR031C,SSK2,1,350,NE,Nonessential
YNR032C-A,HUB1,1,350,NE,Nonessential
YNR032W,PPG1,1,350,NE,Nonessential
YNR033W,ABZ1,1,350,NE,Nonessential
YNR034W,SOL1,1,350,NE,Nonessential
YNR035C,ARC35,1,350,E,Essential
YNR036C,MRPS12,1,350,NE,Nonessential
YNR037C,RSM19,1,350,NE,Nonessential
YNR038W,DBP6,1,350,E,Essential
YNR039C,ZRG17,1,350,NE,Nonessential
YNR040W,YNR040W,1,350,NE,Nonessential
YNR041C,COQ2,1,350,NE,Nonessential
YNR043W,MVD1,1,350,E,Essential
YNR044W,AGA1,1,350,NE,Nonessential
YNR045W,PET494,1,350,NE,Nonessential
YNR046W,TRM112,1,350,E,Essential
YNR047W,FPK1,1,350,NE,Nonessential
YNR048W,YNR048W,1,350,NE,Nonessential
YNR049C,MSO1,1,350,NE,Nonessential
YNR050C,LYS9,1,350,NE,Nonessential
YNR051C,BRE5,1,350,NE,Nonessential
YNR052C,POP2,2,"458,350","E,NE",Conditional
YNR053C,NOG2,1,350,E,Essential
YNR054C,ESF2,1,350,E,Essential
YNR055C,HOL1,1,350,NE,Nonessential
YNR056C,BIO5,1,350,NE,Nonessential
YNR057C,BIO4,1,350,NE,Nonessential
YNR058W,BIO3,1,350,NE,Nonessential
YNR059W,MNT4,1,350,NE,Nonessential
YNR060W,FRE4,1,350,NE,Nonessential
YNR061C,YNR061C,1,350,NE,Nonessential
YNR062C,YNR062C,1,350,NE,Nonessential
YNR063W,YNR063W,1,350,NE,Nonessential
YNR064C,YNR064C,1,350,NE,Nonessential
YNR065C,YNR065C,1,350,NE,Nonessential
YNR066C,YNR066C,1,350,NE,Nonessential
YNR067C,DSE4,1,350,NE,Nonessential
YNR068C,YNR068C,1,350,NE,Nonessential
YNR069C,BSC5,1,350,NE,Nonessential
YNR070W,PDR18,1,350,NE,Nonessential
YNR071C,YNR071C,1,350,NE,Nonessential
YNR072W,HXT17,1,350,NE,Nonessential
YNR073C,YNR073C,1,350,NE,Nonessential
YNR074C,AIF1,1,350,NE,Nonessential
YNR075W,COS10,1,350,NE,Nonessential
YOL001W,PHO80,1,350,NE,Nonessential
YOL002C,IZH2,1,350,NE,Nonessential
YOL003C,PFA4,1,350,NE,Nonessential
YOL004W,SIN3,1,350,NE,Nonessential
YOL005C,RPB11,1,350,E,Essential
YOL006C,TOP1,1,350,NE,Nonessential
YOL007C,CSI2,1,350,NE,Nonessential
YOL008W,COQ10,1,350,NE,Nonessential
YOL009C,MDM12,1,350,NE,Nonessential
YOL010W,RCL1,1,350,E,Essential
YOL011W,PLB3,1,350,NE,Nonessential
YOL012C,HTZ1,1,350,NE,Nonessential
YOL013C,HRD1,1,350,NE,Nonessential
YOL013W-A,YOL013W-A,1,350,NE,Nonessential
YOL014W,YOL014W,1,350,NE,Nonessential
YOL015W,IRC10,1,350,NE,Nonessential
YOL016C,CMK2,1,350,NE,Nonessential
YOL017W,ESC8,1,350,NE,Nonessential
YOL018C,TLG2,1,350,NE,Nonessential
YOL019W,YOL019W,1,350,NE,Nonessential
YOL019W-A,YOL019W-A,1,350,NE,Nonessential
YOL020W,TAT2,1,350,NE,Nonessential
YOL021C,DIS3,1,350,E,Essential
YOL022C,TSR4,1,350,E,Essential
YOL023W,IFM1,1,350,NE,Nonessential
YOL024W,YOL024W,1,350,NE,Nonessential
YOL025W,LAG2,1,350,NE,Nonessential
YOL026C,MIM1,1,350,E,Essential
YOL027C,MDM38,1,350,NE,Nonessential
YOL028C,YAP7,1,350,NE,Nonessential
YOL029C,YOL029C,1,350,NE,Nonessential
YOL030W,GAS5,1,350,NE,Nonessential
YOL031C,SIL1,1,350,NE,Nonessential
YOL032W,OPI10,1,350,NE,Nonessential
YOL033W,MSE1,1,350,NE,Nonessential
YOL034W,SMC5,1,350,E,Essential
YOL036W,YOL036W,1,350,NE,Nonessential
YOL038C-A,YOL038C-A,1,350,NE,Nonessential
YOL038W,PRE6,1,350,E,Essential
YOL039W,RPP2A,1,350,NE,Nonessential
YOL040C,RPS15,1,350,E,Essential
YOL041C,NOP12,1,350,NE,Nonessential
YOL042W,NGL1,1,350,NE,Nonessential
YOL043C,NTG2,1,350,NE,Nonessential
YOL044W,PEX15,1,350,NE,Nonessential
YOL045W,PSK2,1,350,NE,Nonessential
YOL047C,YOL047C,1,350,NE,Nonessential
YOL048C,RRT8,1,350,NE,Nonessential
YOL049W,GSH2,1,350,NE,Nonessential
YOL051W,GAL11,1,350,NE,Nonessential
YOL052C,SPE2,1,350,NE,Nonessential
YOL052C-A,DDR2,1,350,NE,Nonessential
YOL053W,AIM39,1,350,NE,Nonessential
YOL054W,PSH1,1,350,NE,Nonessential
YOL055C,THI20,1,350,NE,Nonessential
YOL056W,GPM3,1,350,NE,Nonessential
YOL057W,YOL057W,1,350,NE,Nonessential
YOL058W,ARG1,1,350,NE,Nonessential
YOL059W,GPD2,1,350,NE,Nonessential
YOL060C,MAM3,1,350,NE,Nonessential
YOL061W,PRS5,1,350,NE,Nonessential
YOL062C,APM4,1,350,NE,Nonessential
YOL063C,CRT10,1,350,NE,Nonessential
YOL064C,MET22,1,350,NE,Nonessential
YOL065C,INP54,1,350,NE,Nonessential
YOL066C,RIB2,1,350,E,Essential
YOL067C,RTG1,1,350,NE,Nonessential
YOL068C,HST1,1,350,NE,Nonessential
YOL069W,NUF2,1,350,E,Essential
YOL070C,NBA1,1,350,NE,Nonessential
YOL071W,EMI5,1,350,NE,Nonessential
YOL072W,THP1,1,350,NE,Nonessential
YOL073C,YOL073C,1,350,NE,Nonessential
YOL075C,YOL075C,1,350,NE,Nonessential
YOL076W,MDM20,1,350,NE,Nonessential
YOL077C,BRX1,1,350,E,Essential
YOL077W-A,ATP19,1,350,NE,Nonessential
YOL078W,AVO1,1,350,E,Essential
YOL080C,REX4,1,350,NE,Nonessential
YOL081W,IRA2,1,350,NE,Nonessential
YOL082W,ATG19,1,350,NE,Nonessential
YOL083W,ATG34,1,350,NE,Nonessential
YOL084W,PHM7,1,350,NE,Nonessential
YOL086C,ADH1,1,350,NE,Nonessential
YOL086W-A,YOL086W-A,1,350,NE,Nonessential
YOL087C,YOL087C,1,350,NE,Nonessential
YOL088C,MPD2,1,350,NE,Nonessential
YOL089C,HAL9,1,350,NE,Nonessential
YOL090W,MSH2,1,350,NE,Nonessential
YOL091W,SPO21,1,350,NE,Nonessential
YOL092W,YOL092W,1,350,NE,Nonessential
YOL093W,TRM10,1,350,NE,Nonessential
YOL094C,RFC4,1,350,E,Essential
YOL095C,HMI1,1,350,NE,Nonessential
YOL096C,COQ3,1,350,NE,Nonessential
YOL097C,WRS1,1,350,E,Essential
YOL097W-A,YOL097W-A,1,350,NE,Nonessential
YOL098C,YOL098C,1,350,NE,Nonessential
YOL100W,PKH2,1,350,NE,Nonessential
YOL101C,IZH4,1,350,NE,Nonessential
YOL102C,TPT1,1,350,E,Essential
YOL103W,ITR2,1,350,NE,Nonessential
YOL103W-A,YOL103W-A,1,350,NE,Nonessential
YOL103W-B,YOL103W-B,1,350,NE,Nonessential
YOL104C,NDJ1,1,350,NE,Nonessential
YOL105C,WSC3,1,350,NE,Nonessential
YOL107W,YOL107W,1,350,NE,Nonessential
YOL108C,INO4,1,350,NE,Nonessential
YOL109W,ZEO1,1,350,NE,Nonessential
YOL110W,SHR5,1,350,NE,Nonessential
YOL111C,MDY2,1,350,NE,Nonessential
YOL112W,MSB4,1,350,NE,Nonessential
YOL113W,SKM1,1,350,NE,Nonessential
YOL114C,YOL114C,1,350,NE,Nonessential
YOL115W,PAP2,1,350,NE,Nonessential
YOL116W,MSN1,1,350,NE,Nonessential
YOL117W,RRI2,1,350,NE,Nonessential
YOL119C,MCH4,1,350,NE,Nonessential
YOL120C,RPL18A,1,350,E,Essential
YOL121C,RPS19A,1,350,NE,Nonessential
YOL122C,SMF1,1,350,NE,Nonessential
YOL123W,HRP1,1,350,E,Essential
YOL124C,TRM11,1,350,NE,Nonessential
YOL125W,TRM13,1,350,NE,Nonessential
YOL126C,MDH2,1,350,NE,Nonessential
YOL127W,RPL25,1,350,E,Essential
YOL128C,YGK3,1,350,NE,Nonessential
YOL129W,VPS68,1,350,NE,Nonessential
YOL130W,ALR1,1,350,E,Essential
YOL131W,YOL131W,1,350,NE,Nonessential
YOL132W,GAS4,1,350,NE,Nonessential
YOL133W,HRT1,1,350,E,Essential
YOL135C,MED7,1,350,E,Essential
YOL136C,PFK27,1,350,NE,Nonessential
YOL137W,BSC6,1,350,NE,Nonessential
YOL138C,RTC1,1,350,NE,Nonessential
YOL139C,CDC33,1,350,E,Essential
YOL140W,ARG8,1,350,NE,Nonessential
YOL141W,PPM2,1,350,NE,Nonessential
YOL142W,RRP40,1,350,E,Essential
YOL143C,RIB4,1,350,NE,Nonessential
YOL144W,NOP8,1,350,E,Essential
YOL145C,CTR9,1,350,NE,Nonessential
YOL146W,PSF3,1,350,E,Essential
