locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
YCR024C-A,PMP1,1,350,NE,Nonessential
YCR026C,NPP1,1,350,NE,Nonessential
YCR027C,RHB1,1,350,NE,Nonessential
YCR028C,FEN2,1,350,NE,Nonessential
YCR028C-A,RIM1,1,350,NE,Nonessential
YCR030C,SYP1,1,350,NE,Nonessential
YCR031C,RPS14A,1,350,NE,Nonessential
YCR032W,BPH1,1,350,NE,Nonessential
YCR033W,SNT1,1,350,NE,Nonessential
YCR034W,FEN1,1,350,NE,Nonessential
YCR035C,RRP43,1,350,E,Essential
YCR036W,RBK1,1,350,NE,Nonessential
YCR037C,PHO87,1,350,NE,Nonessential
YCR043C,YCR043C,1,350,NE,Nonessential
YCR044C,PER1,1,350,NE,Nonessential
YCR045C,RRT12,1,350,NE,Nonessential
YCR046C,IMG1,1,350,NE,Nonessential
YCR047C,BUD23,1,350,NE,Nonessential
YCR048W,ARE1,1,350,NE,Nonessential
YCR050C,YCR050C,1,350,NE,Nonessential
YCR051W,YCR051W,1,350,NE,Nonessential
YCR052W,RSC6,1,350,E,Essential
YCR053W,THR4,1,350,NE,Nonessential
YCR054C,CTR86,1,350,E,Essential
YCR057C,PWP2,1,350,E,Essential
YCR059C,YIH1,1,350,NE,Nonessential
YCR060W,TAH1,1,350,NE,Nonessential
YCR061W,YCR061W,1,350,NE,Nonessential
YCR063W,BUD31,1,350,NE,Nonessential
YCR065W,HCM1,1,350,NE,Nonessential
YCR066W,RAD18,1,350,NE,Nonessential
YCR067C,SED4,1,350,NE,Nonessential
YCR068W,ATG15,1,350,NE,Nonessential
YCR069W,CPR4,1,350,NE,Nonessential
YCR071C,IMG2,1,350,NE,Nonessential
YCR072C,RSA4,1,350,E,Essential
YCR073C,SSK22,1,350,NE,Nonessential
YCR073W-A,SOL2,1,350,NE,Nonessential
YCR075C,ERS1,1,350,NE,Nonessential
YCR075W-A,YCR075W-A,1,350,NE,Nonessential
YCR076C,YCR076C,1,350,NE,Nonessential
YCR077C,PAT1,1,350,NE,Nonessential
YCR079W,PTC6,1,350,NE,Nonessential
YCR081W,SRB8,1,350,NE,Nonessential
YCR082W,AHC2,1,350,NE,Nonessential
YCR083W,TRX3,1,350,NE,Nonessential
YCR084C,TUP1,1,350,NE,Nonessential
YCR086W,CSM1,1,350,NE,Nonessential
YCR087C-A,YCR087C-A,1,350,NE,Nonessential
YCR088W,ABP1,1,350,NE,Nonessential
YCR089W,FIG2,1,350,NE,Nonessential
YCR090C,YCR090C,1,350,NE,Nonessential
YCR091W,KIN82,1,350,NE,Nonessential
YCR092C,MSH3,1,350,NE,Nonessential
YCR093W,CDC39,1,350,E,Essential
YCR094W,CDC50,1,350,NE,Nonessential
YCR095C,OCA4,1,350,NE,Nonessential
YCR095W-A,YCR095W-A,1,350,NE,Nonessential
YCR098C,GIT1,1,350,NE,Nonessential
YCR099C,YCR099C,1,350,NE,Nonessential
YCR100C,YCR100C,1,350,NE,Nonessential
YCR101C,YCR101C,1,350,NE,Nonessential
YCR102C,YCR102C,1,350,NE,Nonessential
YCR105W,ADH7,1,350,NE,Nonessential
YCR106W,RDS1,1,350,NE,Nonessential
YCR107W,AAD3,1,350,NE,Nonessential
YDL001W,RMD1,1,350,NE,Nonessential
YDL002C,NHP10,1,350,NE,Nonessential
YDL003W,MCD1,1,350,E,Essential
YDL004W,ATP16,1,350,E,Essential
YDL005C,MED2,1,350,NE,Nonessential
YDL006W,PTC1,1,350,NE,Nonessential
YDL007W,RPT2,1,350,E,Essential
YDL008W,APC11,1,350,E,Essential
YDL010W,GRX6,1,350,NE,Nonessential
YDL012C,YDL012C,1,350,NE,Nonessential
YDL013W,SLX5,1,350,NE,Nonessential
YDL014W,NOP1,1,350,E,Essential
YDL015C,TSC13,1,350,E,Essential
YDL017W,CDC7,1,350,E,Essential
YDL018C,ERP3,1,350,NE,Nonessential
YDL019C,OSH2,1,350,NE,Nonessential
YDL020C,RPN4,1,350,NE,Nonessential
YDL021W,GPM2,1,350,NE,Nonessential
YDL022W,GPD1,1,350,NE,Nonessential
YDL024C,DIA3,1,350,NE,Nonessential
YDL025C,RTK1,1,350,NE,Nonessential
YDL027C,YDL027C,1,350,NE,Nonessential
YDL028C,MPS1,1,350,E,Essential
YDL029W,ARP2,1,350,E,Essential
YDL030W,PRP9,1,350,E,Essential
YDL031W,DBP10,1,350,E,Essential
YDL033C,SLM3,1,350,NE,Nonessential
YDL035C,GPR1,1,350,NE,Nonessential
YDL036C,PUS9,1,350,NE,Nonessential
YDL037C,BSC1,1,350,NE,Nonessential
YDL039C,PRM7,1,350,NE,Nonessential
YDL040C,NAT1,1,350,NE,Nonessential
YDL042C,SIR2,1,350,NE,Nonessential
YDL043C,PRP11,1,350,E,Essential
YDL044C,MTF2,1,350,NE,Nonessential
YDL045C,FAD1,1,350,E,Essential
YDL045W-A,MRP10,1,350,NE,Nonessential
YDL046W,NPC2,1,350,NE,Nonessential
YDL047W,SIT4,1,350,NE,Nonessential
YDL048C,STP4,1,350,NE,Nonessential
YDL049C,KNH1,1,350,NE,Nonessential
YDL051W,LHP1,1,350,NE,Nonessential
YDL052C,SLC1,1,350,NE,Nonessential
YDL053C,PBP4,1,350,NE,Nonessential
YDL054C,MCH1,1,350,NE,Nonessential
YDL055C,PSA1,1,350,E,Essential
YDL056W,MBP1,1,350,NE,Nonessential
YDL057W,YDL057W,1,350,NE,Nonessential
YDL058W,USO1,2,"350,458","E,NE",Conditional
YDL059C,RAD59,1,350,NE,Nonessential
YDL060W,TSR1,1,350,E,Essential
YDL061C,RPS29B,1,350,NE,Nonessential
YDL063C,YDL063C,1,350,NE,Nonessential
YDL064W,UBC9,1,350,E,Essential
YDL065C,PEX19,1,350,NE,Nonessential
YDL066W,IDP1,1,350,NE,Nonessential
YDL067C,COX9,1,350,NE,Nonessential
YDL069C,CBS1,1,350,NE,Nonessential
YDL070W,BDF2,1,350,NE,Nonessential
YDL072C,YET3,1,350,NE,Nonessential
YDL073W,YDL073W,1,350,NE,Nonessential
YDL074C,BRE1,1,350,NE,Nonessential
YDL075W,RPL31A,1,350,NE,Nonessential
YDL076C,RXT3,1,350,NE,Nonessential
YDL077C,VAM6,1,350,NE,Nonessential
YDL078C,MDH3,1,350,NE,Nonessential
YDL079C,MRK1,1,350,NE,Nonessential
YDL080C,THI3,1,350,NE,Nonessential
YDL081C,RPP1A,1,350,NE,Nonessential
YDL082W,RPL13A,1,350,NE,Nonessential
YDL083C,RPS16B,1,350,NE,Nonessential
YDL084W,SUB2,1,350,E,Essential
YDL085C-A,YDL085C-A,1,350,NE,Nonessential
YDL085W,NDE2,1,350,NE,Nonessential
YDL086W,YDL086W,1,350,NE,Nonessential
YDL087C,LUC7,1,350,E,Essential
YDL088C,ASM4,1,350,NE,Nonessential
YDL089W,NUR1,2,"350,458","NE,E",Conditional
YDL090C,RAM1,1,350,NE,Nonessential
YDL091C,UBX3,1,350,NE,Nonessential
YDL092W,SRP14,2,"350,458","E,NE",Conditional
YDL093W,PMT5,1,350,NE,Nonessential
YDL095W,PMT1,1,350,NE,Nonessential
YDL097C,RPN6,1,350,E,Essential
YDL098C,SNU23,1,350,E,Essential
YDL099W,BUG1,1,350,NE,Nonessential
YDL100C,GET3,1,350,NE,Nonessential
YDL101C,DUN1,1,350,NE,Nonessential
YDL102W,POL3,1,350,E,Essential
YDL103C,QRI1,1,350,E,Essential
YDL104C,QRI7,1,350,NE,Nonessential
YDL105W,NSE4,1,350,E,Essential
YDL106C,PHO2,1,350,NE,Nonessential
YDL107W,MSS2,1,350,NE,Nonessential
YDL108W,KIN28,1,350,E,Essential
YDL109C,YDL109C,1,350,NE,Nonessential
YDL110C,TMA17,1,350,NE,Nonessential
YDL111C,RRP42,1,350,E,Essential
YDL112W,TRM3,1,350,NE,Nonessential
YDL113C,ATG20,1,350,NE,Nonessential
YDL114W,YDL114W,1,350,NE,Nonessential
YDL115C,IWR1,1,350,NE,Nonessential
YDL116W,NUP84,1,350,NE,Nonessential
YDL117W,CYK3,1,350,NE,Nonessential
YDL118W,YDL118W,1,350,NE,Nonessential
YDL119C,YDL119C,1,350,NE,Nonessential
YDL120W,YFH1,1,350,E,Essential
YDL121C,YDL121C,1,350,NE,Nonessential
YDL122W,UBP1,1,350,NE,Nonessential
YDL123W,SNA4,1,350,NE,Nonessential
YDL124W,YDL124W,1,350,NE,Nonessential
YDL125C,HNT1,1,350,NE,Nonessential
YDL126C,CDC48,1,350,E,Essential
YDL127W,PCL2,1,350,NE,Nonessential
YDL128W,VCX1,1,350,NE,Nonessential
YDL129W,YDL129W,1,350,NE,Nonessential
YDL130W,RPP1B,1,350,NE,Nonessential
YDL130W-A,STF1,1,350,NE,Nonessential
YDL131W,LYS21,1,350,NE,Nonessential
YDL132W,CDC53,1,350,E,Essential
YDL133C-A,RPL41B,1,350,NE,Nonessential
YDL133W,YDL133W,1,350,NE,Nonessential
YDL134C,PPH21,1,350,NE,Nonessential
YDL135C,RDI1,1,350,NE,Nonessential
YDL136W,RPL35B,1,350,NE,Nonessential
YDL137W,ARF2,1,350,NE,Nonessential
YDL138W,RGT2,1,350,NE,Nonessential
YDL139C,SCM3,1,350,E,Essential
YDL140C,RPO21,1,350,E,Essential
YDL141W,BPL1,1,350,E,Essential
YDL142C,CRD1,1,350,NE,Nonessential
YDL143W,CCT4,1,350,E,Essential
YDL144C,YDL144C,1,350,NE,Nonessential
YDL145C,COP1,1,350,E,Essential
YDL146W,LDB17,1,350,NE,Nonessential
YDL147W,RPN5,1,350,E,Essential
YDL148C,NOP14,1,350,E,Essential
YDL149W,ATG9,1,350,NE,Nonessential
YDL150W,RPC53,1,350,E,Essential
YDL153C,SAS10,1,350,E,Essential
YDL154W,MSH5,1,350,NE,Nonessential
YDL155W,CLB3,1,350,NE,Nonessential
YDL156W,YDL156W,1,350,NE,Nonessential
YDL157C,YDL157C,1,350,NE,Nonessential
YDL159W,STE7,1,350,NE,Nonessential
YDL159W-A,YDL159W-A,1,350,NE,Nonessential
YDL160C,DHH1,1,350,NE,Nonessential
YDL160C-A,YDL160C-A,1,350,NE,Nonessential
YDL161W,ENT1,1,350,NE,Nonessential
YDL164C,CDC9,1,350,E,Essential
YDL165W,CDC36,1,350,E,Essential
YDL166C,FAP7,1,350,E,Essential
YDL167C,NRP1,1,350,NE,Nonessential
YDL168W,SFA1,1,350,NE,Nonessential
YDL169C,UGX2,1,350,NE,Nonessential
YDL170W,UGA3,1,350,NE,Nonessential
YDL171C,GLT1,1,350,NE,Nonessential
YDL173W,PAR32,1,350,NE,Nonessential
YDL174C,DLD1,1,350,NE,Nonessential
YDL175C,AIR2,1,350,NE,Nonessential
YDL176W,YDL176W,1,350,NE,Nonessential
YDL177C,YDL177C,1,350,NE,Nonessential
YDL178W,DLD2,1,350,NE,Nonessential
YDL179W,PCL9,1,350,NE,Nonessential
YDL180W,YDL180W,1,350,NE,Nonessential
YDL181W,INH1,1,350,NE,Nonessential
YDL182W,LYS20,1,350,NE,Nonessential
YDL183C,YDL183C,1,350,NE,Nonessential
YDL184C,RPL41A,1,350,NE,Nonessential
YDL185W,VMA1,1,350,NE,Nonessential
YDL186W,YDL186W,1,350,NE,Nonessential
YDL188C,PPH22,1,350,NE,Nonessential
YDL189W,RBS1,1,350,NE,Nonessential
YDL190C,UFD2,1,350,NE,Nonessential
YDL191W,RPL35A,1,350,NE,Nonessential
YDL192W,ARF1,1,350,NE,Nonessential
YDL193W,NUS1,1,350,E,Essential
YDL194W,SNF3,1,350,NE,Nonessential
YDL195W,SEC31,1,350,E,Essential
YDL197C,ASF2,1,350,NE,Nonessential
YDL198C,GGC1,1,350,NE,Nonessential
YDL199C,YDL199C,1,350,NE,Nonessential
YDL200C,MGT1,1,350,NE,Nonessential
YDL201W,TRM8,1,350,NE,Nonessential
YDL202W,MRPL11,1,350,NE,Nonessential
YDL203C,ACK1,1,350,NE,Nonessential
YDL204W,RTN2,1,350,NE,Nonessential
YDL205C,HEM3,1,350,E,Essential
YDL206W,YDL206W,1,350,NE,Nonessential
YDL207W,GLE1,1,350,E,Essential
YDL208W,NHP2,1,350,E,Essential
YDL209C,CWC2,1,350,E,Essential
YDL210W,UGA4,1,350,NE,Nonessential
YDL211C,YDL211C,1,350,NE,Nonessential
YDL212W,SHR3,1,350,E,Essential
YDL213C,NOP6,1,350,NE,Nonessential
YDL214C,PRR2,1,350,NE,Nonessential
YDL215C,GDH2,1,350,NE,Nonessential
YDL216C,RRI1,1,350,NE,Nonessential
YDL217C,TIM22,1,350,E,Essential
YDL218W,YDL218W,1,350,NE,Nonessential
YDL219W,DTD1,1,350,NE,Nonessential
YDL220C,CDC13,1,350,E,Essential
YDL222C,FMP45,1,350,NE,Nonessential
YDL223C,HBT1,1,350,NE,Nonessential
YDL224C,WHI4,1,350,NE,Nonessential
YDL225W,SHS1,1,350,NE,Nonessential
YDL226C,GCS1,1,350,NE,Nonessential
YDL227C,HO,1,350,NE,Nonessential
YDL229W,SSB1,1,350,NE,Nonessential
YDL230W,PTP1,1,350,NE,Nonessential
YDL231C,BRE4,1,350,NE,Nonessential
YDL232W,OST4,2,"458,350","E,NE",Conditional
YDL233W,YDL233W,1,350,NE,Nonessential
YDL234C,GYP7,1,350,NE,Nonessential
YDL235C,YPD1,1,350,E,Essential
YDL236W,PHO13,1,350,NE,Nonessential
YDL237W,AIM6,1,350,NE,Nonessential
YDL238C,GUD1,1,350,NE,Nonessential
YDL239C,ADY3,1,350,NE,Nonessential
YDL240W,LRG1,1,350,NE,Nonessential
YDL241W,YDL241W,1,350,NE,Nonessential
YDL243C,AAD4,1,350,NE,Nonessential
YDR001C,NTH1,1,350,NE,Nonessential
YDR002W,YRB1,1,350,E,Essential
YDR003W,RCR2,1,350,NE,Nonessential
YDR003W-A,YDR003W-A,1,350,NE,Nonessential
YDR004W,RAD57,1,350,NE,Nonessential
YDR005C,MAF1,1,350,NE,Nonessential
YDR006C,SOK1,1,350,NE,Nonessential
YDR007W,TRP1,1,350,NE,Nonessential
YDR009W,GAL3,1,350,NE,Nonessential
YDR011W,SNQ2,1,350,NE,Nonessential
YDR013W,PSF1,1,350,E,Essential
YDR014W,RAD61,1,350,NE,Nonessential
YDR016C,DAD1,1,350,E,Essential
YDR017C,KCS1,1,350,NE,Nonessential
YDR018C,YDR018C,1,350,NE,Nonessential
YDR019C,GCV1,1,350,NE,Nonessential
YDR020C,DAS2,1,350,NE,Nonessential
YDR021W,FAL1,1,350,E,Essential
YDR022C,CIS1,1,350,NE,Nonessential
YDR023W,SES1,1,350,E,Essential
YDR025W,RPS11A,1,350,NE,Nonessential
YDR026C,YDR026C,1,350,NE,Nonessential
YDR027C,VPS54,1,350,NE,Nonessential
YDR028C,REG1,1,350,NE,Nonessential
YDR030C,RAD28,1,350,NE,Nonessential
YDR031W,MIC14,1,350,NE,Nonessential
YDR032C,PST2,1,350,NE,Nonessential
YDR033W,MRH1,1,350,NE,Nonessential
YDR034C,LYS14,1,350,NE,Nonessential
YDR034C-C,YDR034C-C,1,350,NE,Nonessential
YDR034C-D,YDR034C-D,1,350,NE,Nonessential
YDR034W-B,YDR034W-B,1,350,NE,Nonessential
YDR035W,ARO3,1,350,NE,Nonessential
YDR036C,EHD3,1,350,NE,Nonessential
YDR037W,KRS1,1,350,E,Essential
YDR041W,RSM10,1,350,E,Essential
YDR042C,YDR042C,1,350,NE,Nonessential
YDR043C,NRG1,1,350,NE,Nonessential
YDR044W,HEM13,1,350,E,Essential
YDR045C,RPC11,1,350,E,Essential
YDR046C,BAP3,1,350,NE,Nonessential
YDR047W,HEM12,1,350,E,Essential
YDR049W,VMS1,1,350,NE,Nonessential
YDR050C,TPI1,1,350,E,Essential
YDR051C,DET1,1,350,NE,Nonessential
YDR052C,DBF4,1,350,E,Essential
YDR054C,CDC34,1,350,E,Essential
YDR055W,PST1,1,350,NE,Nonessential
YDR056C,YDR056C,1,350,NE,Nonessential
YDR057W,YOS9,1,350,NE,Nonessential
YDR058C,TGL2,1,350,NE,Nonessential
YDR059C,UBC5,1,350,NE,Nonessential
YDR060W,MAK21,1,350,E,Essential
YDR061W,YDR061W,1,350,NE,Nonessential
YDR062W,LCB2,1,350,E,Essential
YDR063W,AIM7,1,350,NE,Nonessential
YDR064W,RPS13,1,350,E,Essential
YDR065W,RRG1,1,350,NE,Nonessential
YDR066C,RTR2,1,350,NE,Nonessential
YDR067C,OCA6,1,350,NE,Nonessential
YDR068W,DOS2,1,350,NE,Nonessential
YDR069C,DOA4,1,350,NE,Nonessential
YDR070C,FMP16,1,350,NE,Nonessential
YDR071C,PAA1,1,350,NE,Nonessential
YDR072C,IPT1,1,350,NE,Nonessential
YDR073W,SNF11,1,350,NE,Nonessential
YDR074W,TPS2,1,350,NE,Nonessential
YDR075W,PPH3,1,350,NE,Nonessential
YDR076W,RAD55,1,350,NE,Nonessential
YDR077W,SED1,1,350,NE,Nonessential
YDR078C,SHU2,1,350,NE,Nonessential
YDR079C-A,TFB5,1,350,NE,Nonessential
YDR079W,PET100,1,350,NE,Nonessential
YDR080W,VPS41,1,350,NE,Nonessential
YDR081C,PDC2,1,350,E,Essential
YDR082W,STN1,1,350,E,Essential
YDR083W,RRP8,1,350,NE,Nonessential
YDR084C,TVP23,1,350,NE,Nonessential
YDR085C,AFR1,1,350,NE,Nonessential
YDR086C,SSS1,1,350,E,Essential
YDR087C,RRP1,1,350,E,Essential
YDR088C,SLU7,1,350,E,Essential
YDR089W,YDR089W,1,350,NE,Nonessential
YDR090C,YDR090C,1,350,NE,Nonessential
YDR091C,RLI1,1,350,E,Essential
YDR092W,UBC13,1,350,NE,Nonessential
YDR093W,DNF2,1,350,NE,Nonessential
YDR096W,GIS1,1,350,NE,Nonessential
YDR097C,MSH6,1,350,NE,Nonessential
YDR098C,GRX3,1,350,NE,Nonessential
YDR098C-A,YDR098C-A,1,350,NE,Nonessential
YDR098C-B,YDR098C-B,1,350,NE,Nonessential
YDR099W,BMH2,1,350,NE,Nonessential
YDR100W,TVP15,1,350,NE,Nonessential
YDR101C,ARX1,1,350,NE,Nonessential
YDR103W,STE5,1,350,NE,Nonessential
YDR104C,SPO71,1,350,NE,Nonessential
YDR105C,TMS1,1,350,NE,Nonessential
YDR107C,TMN2,1,350,NE,Nonessential
YDR108W,GSG1,1,350,NE,Nonessential
YDR109C,YDR109C,1,350,NE,Nonessential
YDR110W,FOB1,1,350,NE,Nonessential
YDR111C,ALT2,1,350,NE,Nonessential
YDR113C,PDS1,1,350,E,Essential
YDR114C,YDR114C,1,350,NE,Nonessential
YDR115W,YDR115W,1,350,NE,Nonessential
YDR116C,MRPL1,1,350,NE,Nonessential
YDR117C,TMA64,1,350,NE,Nonessential
YDR118W,APC4,1,350,E,Essential
YDR119W,VBA4,1,350,NE,Nonessential
YDR120C,TRM1,1,350,NE,Nonessential
YDR121W,DPB4,1,350,NE,Nonessential
YDR122W,KIN1,1,350,NE,Nonessential
YDR123C,INO2,1,350,NE,Nonessential
YDR124W,YDR124W,1,350,NE,Nonessential
YDR125C,ECM18,1,350,NE,Nonessential
YDR126W,SWF1,1,350,NE,Nonessential
YDR127W,ARO1,1,350,NE,Nonessential
YDR128W,MTC5,1,350,NE,Nonessential
YDR129C,SAC6,1,350,NE,Nonessential
YDR130C,FIN1,1,350,NE,Nonessential
YDR131C,YDR131C,1,350,NE,Nonessential
YDR132C,YDR132C,1,350,NE,Nonessential
YDR135C,YCF1,1,350,NE,Nonessential
YDR137W,RGP1,1,350,NE,Nonessential
YDR138W,HPR1,1,350,NE,Nonessential
YDR139C,RUB1,1,350,NE,Nonessential
YDR140W,MTQ2,1,350,NE,Nonessential
YDR141C,DOP1,1,350,E,Essential
YDR142C,PEX7,1,350,NE,Nonessential
YDR143C,SAN1,1,350,NE,Nonessential
YDR144C,MKC7,1,350,NE,Nonessential
YDR145W,TAF12,1,350,E,Essential
YDR146C,SWI5,1,350,NE,Nonessential
YDR147W,EKI1,1,350,NE,Nonessential
YDR148C,KGD2,1,350,NE,Nonessential
YDR150W,NUM1,1,350,NE,Nonessential
YDR151C,CTH1,1,350,NE,Nonessential
YDR152W,GIR2,1,350,NE,Nonessential
YDR153C,ENT5,1,350,NE,Nonessential
YDR155C,CPR1,1,350,NE,Nonessential
YDR156W,RPA14,1,350,NE,Nonessential
YDR158W,HOM2,1,350,NE,Nonessential
YDR159W,SAC3,1,350,NE,Nonessential
YDR160W,SSY1,1,350,E,Essential
YDR161W,YDR161W,1,350,NE,Nonessential
YDR162C,NBP2,1,350,NE,Nonessential
YDR163W,CWC15,1,350,NE,Nonessential
YDR164C,SEC1,1,350,E,Essential
YDR165W,TRM82,1,350,NE,Nonessential
YDR166C,SEC5,1,350,E,Essential
YDR167W,TAF10,1,350,E,Essential
YDR168W,CDC37,1,350,E,Essential
YDR169C,STB3,1,350,NE,Nonessential
YDR169C-A,YDR169C-A,1,350,NE,Nonessential
YDR170C,SEC7,1,350,E,Essential
YDR170W-A,YDR170W-A,1,350,NE,Nonessential
YDR171W,HSP42,1,350,NE,Nonessential
YDR172W,SUP35,1,350,E,Essential
YDR173C,ARG82,1,350,NE,Nonessential
YDR174W,HMO1,1,350,NE,Nonessential
YDR175C,RSM24,1,350,NE,Nonessential
YDR176W,NGG1,1,350,NE,Nonessential
YDR177W,UBC1,2,"350,458","E,NE",Conditional
YDR178W,SDH4,1,350,NE,Nonessential
YDR179C,CSN9,1,350,NE,Nonessential
YDR179W-A,YDR179W-A,1,350,NE,Nonessential
YDR180W,SCC2,1,350,E,Essential
YDR181C,SAS4,1,350,NE,Nonessential
YDR182W,CDC1,1,350,E,Essential
YDR182W-A,YDR182W-A,1,350,NE,Nonessential
YDR183W,PLP1,1,350,NE,Nonessential
YDR184C,ATC1,1,350,NE,Nonessential
YDR185C,UPS3,1,350,NE,Nonessential
YDR186C,YDR186C,1,350,NE,Nonessential
YDR188W,CCT6,1,350,E,Essential
YDR189W,SLY1,1,350,E,Essential
YDR190C,RVB1,1,350,E,Essential
YDR191W,HST4,1,350,NE,Nonessential
YDR192C,NUP42,1,350,NE,Nonessential
YDR194C,MSS116,1,350,NE,Nonessential
YDR194W-A,YDR194W-A,1,350,NE,Nonessential
YDR195W,REF2,1,350,NE,Nonessential
YDR196C,CAB5,1,350,E,Essential
YDR197W,CBS2,1,350,NE,Nonessential
YDR198C,RKM2,1,350,NE,Nonessential
YDR200C,VPS64,1,350,NE,Nonessential
YDR201W,SPC19,1,350,E,Essential
YDR202C,RAV2,1,350,NE,Nonessential
YDR204W,COQ4,1,350,NE,Nonessential
YDR205W,MSC2,1,350,NE,Nonessential
YDR206W,EBS1,1,350,NE,Nonessential
YDR207C,UME6,1,350,NE,Nonessential
YDR208W,MSS4,1,350,E,Essential
YDR210C-C,YDR210C-C,1,350,NE,Nonessential
YDR210C-D,YDR210C-D,1,350,NE,Nonessential
YDR210W,YDR210W,1,350,NE,Nonessential
YDR210W-A,YDR210W-A,1,350,NE,Nonessential
YDR210W-B,YDR210W-B,1,350,NE,Nonessential
YDR211W,GCD6,1,350,E,Essential
YDR212W,TCP1,1,350,E,Essential
YDR213W,UPC2,1,350,NE,Nonessential
YDR214W,AHA1,1,350,NE,Nonessential
YDR216W,ADR1,1,350,NE,Nonessential
YDR217C,RAD9,1,350,NE,Nonessential
YDR218C,SPR28,1,350,NE,Nonessential
YDR219C,MFB1,1,350,NE,Nonessential
YDR221W,GTB1,1,350,NE,Nonessential
YDR222W,YDR222W,1,350,NE,Nonessential
YDR223W,CRF1,1,350,NE,Nonessential
YDR224C,HTB1,1,350,E,Essential
YDR225W,HTA1,1,350,NE,Nonessential
YDR226W,ADK1,2,"458,350","E,NE",Conditional
YDR227W,SIR4,1,350,NE,Nonessential
YDR228C,PCF11,1,350,E,Essential
YDR229W,IVY1,1,350,NE,Nonessential
YDR231C,COX20,1,350,NE,Nonessential
YDR232W,HEM1,1,350,E,Essential
YDR233C,RTN1,1,350,NE,Nonessential
YDR234W,LYS4,1,350,NE,Nonessential
YDR235W,PRP42,1,350,E,Essential
YDR236C,FMN1,1,350,E,Essential
YDR237W,MRPL7,1,350,NE,Nonessential
YDR238C,SEC26,1,350,E,Essential
YDR239C,YDR239C,1,350,NE,Nonessential
YDR240C,SNU56,1,350,E,Essential
YDR241W,,1,458,E,Essential
YDR242W,AMD2,1,350,NE,Nonessential
YDR243C,PRP28,1,350,E,Essential
YDR244W,PEX5,1,350,NE,Nonessential
YDR245W,MNN10,1,350,NE,Nonessential
YDR246W,TRS23,1,350,E,Essential
YDR246W-A,YDR246W-A,1,350,NE,Nonessential
YDR247W,VHS1,1,350,NE,Nonessential
YDR248C,YDR248C,1,350,NE,Nonessential
YDR249C,YDR249C,1,350,NE,Nonessential
YDR251W,PAM1,1,350,NE,Nonessential
YDR252W,BTT1,1,350,NE,Nonessential
YDR253C,MET32,1,350,NE,Nonessential
YDR254W,CHL4,1,350,NE,Nonessential
YDR255C,RMD5,1,350,NE,Nonessential
YDR256C,CTA1,1,350,NE,Nonessential
YDR257C,RKM4,1,350,NE,Nonessential
YDR258C,HSP78,1,350,NE,Nonessential
YDR259C,YAP6,1,350,NE,Nonessential
YDR260C,SWM1,1,350,NE,Nonessential
YDR261C,EXG2,1,350,NE,Nonessential
YDR261C-C,YDR261C-C,1,350,NE,Nonessential
YDR261C-D,YDR261C-D,1,350,NE,Nonessential
YDR261W-A,YDR261W-A,1,350,NE,Nonessential
YDR261W-B,YDR261W-B,1,350,NE,Nonessential
YDR262W,YDR262W,1,350,NE,Nonessential
YDR263C,DIN7,1,350,NE,Nonessential
YDR264C,AKR1,1,350,NE,Nonessential
YDR265W,PEX10,1,350,NE,Nonessential
YDR266C,YDR266C,1,350,NE,Nonessential
YDR267C,CIA1,1,350,E,Essential
YDR268W,MSW1,1,350,NE,Nonessential
YDR270W,CCC2,1,350,NE,Nonessential
YDR272W,GLO2,1,350,NE,Nonessential
YDR273W,DON1,1,350,NE,Nonessential
YDR275W,BSC2,1,350,NE,Nonessential
YDR276C,PMP3,1,350,NE,Nonessential
YDR277C,MTH1,1,350,NE,Nonessential
YDR279W,RNH202,1,350,NE,Nonessential
YDR280W,RRP45,1,350,E,Essential
YDR281C,PHM6,1,350,NE,Nonessential
YDR282C,YDR282C,1,350,NE,Nonessential
YDR283C,GCN2,1,350,NE,Nonessential
YDR284C,DPP1,1,350,NE,Nonessential
YDR285W,ZIP1,1,350,NE,Nonessential
YDR286C,YDR286C,1,350,NE,Nonessential
YDR287W,INM2,1,350,NE,Nonessential
YDR288W,NSE3,1,350,E,Essential
YDR289C,RTT103,1,350,NE,Nonessential
YDR291W,HRQ1,1,350,NE,Nonessential
YDR292C,SRP101,2,"350,458","E,NE",Conditional
YDR293C,SSD1,1,350,NE,Nonessential
YDR294C,DPL1,1,350,NE,Nonessential
YDR295C,HDA2,1,350,NE,Nonessential
YDR296W,MHR1,1,350,NE,Nonessential
YDR297W,SUR2,1,350,NE,Nonessential
YDR298C,ATP5,1,350,NE,Nonessential
YDR299W,BFR2,1,350,E,Essential
YDR300C,PRO1,1,350,NE,Nonessential
YDR301W,CFT1,1,350,E,Essential
YDR302W,GPI11,1,350,E,Essential
YDR303C,RSC3,1,350,E,Essential
YDR304C,CPR5,1,350,NE,Nonessential
YDR305C,HNT2,1,350,NE,Nonessential
YDR306C,YDR306C,1,350,NE,Nonessential
YDR307W,YDR307W,1,350,NE,Nonessential
YDR308C,SRB7,1,350,E,Essential
YDR309C,GIC2,1,350,NE,Nonessential
YDR310C,SUM1,1,350,NE,Nonessential
YDR311W,TFB1,1,350,E,Essential
YDR312W,SSF2,1,350,NE,Nonessential
YDR313C,PIB1,1,350,NE,Nonessential
